0,1.80E-05
1,2.00E-05
2,2.20E-05
3,2.50E-05
4,2.80E-05
5,3.10E-05
6,3.50E-05
7,4.10E-05
8,4.70E-05
9,5.50E-05
10,6.60E-05
11,7.90E-05
12,9.80E-05
13,1.23E-04
14,1.61E-04
15,2.17E-04
16,3.11E-04
17,4.81E-04
18,8.42E-04
19,1.83E-03
20,6.64E-03
21,4.05E-01
22,1.01E-02
23,6.84E-02
24,3.84E-02
25,2.64E-02
26,2.47E-02
27,2.33E-02
28,1.84E-02
29,1.74E-02
30,1.67E-02
31,1.58E-02
32,1.48E-02
33,1.38E-02
34,1.29E-02
35,1.19E-02
36,1.11E-02
37,1.03E-02
38,9.53E-03
39,8.86E-03
40,8.26E-03
41,7.71E-03
42,7.22E-03
43,6.77E-03
44,6.37E-03
45,6.01E-03
46,5.68E-03
47,5.39E-03
48,5.12E-03
49,4.87E-03
50,4.64E-03
51,4.43E-03
52,4.24E-03
53,4.07E-03
54,3.90E-03
55,3.75E-03
56,3.61E-03
57,3.47E-03
58,3.35E-03
59,3.23E-03
60,3.12E-03
61,3.01E-03
62,2.91E-03
63,2.82E-03
64,2.73E-03
65,2.64E-03
66,2.56E-03
67,2.48E-03
68,2.40E-03
69,2.33E-03
70,2.26E-03
71,2.20E-03
72,2.13E-03
73,2.07E-03
74,2.01E-03
75,1.95E-03
76,1.90E-03
77,1.85E-03
78,1.79E-03
79,1.75E-03
80,1.70E-03
81,1.65E-03
82,1.61E-03
83,1.56E-03
84,1.52E-03
85,1.48E-03
86,1.44E-03
87,1.40E-03
88,1.37E-03
89,1.33E-03
90,1.30E-03
91,1.26E-03
92,1.23E-03
93,1.20E-03
94,1.17E-03
95,1.14E-03
96,1.11E-03
97,1.08E-03
98,1.05E-03
99,1.03E-03
100,1.00E-03
101,9.78E-04
102,9.54E-04
103,9.31E-04
104,9.09E-04
105,8.87E-04
106,8.66E-04
107,8.45E-04
108,8.25E-04
109,8.06E-04
110,7.87E-04
111,7.69E-04
112,7.51E-04
113,7.34E-04
114,7.17E-04
115,7.01E-04
116,6.85E-04
117,6.70E-04
118,6.55E-04
119,6.40E-04
120,6.26E-04
121,6.13E-04
122,5.99E-04
123,5.86E-04
124,5.74E-04
125,5.61E-04
126,5.49E-04
127,5.38E-04
128,5.27E-04
129,5.16E-04
130,5.05E-04
131,4.94E-04
132,4.84E-04
133,4.74E-04
134,4.65E-04
135,4.55E-04
136,4.46E-04
137,4.37E-04
138,4.29E-04
139,4.20E-04
140,4.12E-04
141,4.04E-04
142,3.96E-04
143,3.88E-04
144,3.81E-04
145,3.74E-04
146,3.66E-04
147,3.59E-04
148,3.53E-04
149,3.46E-04
150,3.40E-04
151,3.33E-04
152,3.27E-04
153,3.21E-04
154,3.15E-04
155,3.10E-04
156,3.04E-04
157,2.99E-04
158,2.93E-04
159,2.88E-04
160,2.83E-04
161,2.78E-04
162,2.73E-04
163,2.69E-04
164,2.64E-04
165,2.59E-04
166,2.55E-04
167,2.51E-04
168,2.46E-04
169,2.42E-04
170,2.38E-04
171,2.34E-04
172,2.30E-04
173,2.27E-04
174,2.23E-04
175,2.19E-04
176,2.16E-04
177,2.12E-04
178,2.09E-04
179,2.05E-04
180,2.02E-04
181,1.99E-04
182,1.96E-04
183,1.93E-04
184,1.90E-04
185,1.87E-04
186,1.84E-04
187,1.81E-04
188,1.78E-04
189,1.76E-04
190,1.73E-04
191,1.70E-04
192,1.68E-04
193,1.65E-04
194,1.63E-04
195,1.60E-04
196,1.58E-04
197,1.56E-04
198,1.54E-04
199,1.51E-04
200,1.49E-04
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
