0,0.018088
1,0.032122
2,0.033172
3,0.032755
4,0.050088
5,0.029653
6,0.029415
7,0.034637
8,0.037927
9,0.029146
10,0.024533
11,0.023338
12,0.0225
13,0.021832
14,0.021446
15,0.021459
16,0.021886
17,0.022521
18,0.022946
19,0.022732
20,0.021743
21,0.020298
22,0.018987
23,0.018211
24,0.017817
25,0.017241
26,0.016086
27,0.014508
28,0.012984
29,0.011831
30,0.011055
31,0.010509
32,0.010066
33,0.009665
34,0.009285
35,0.008921
36,0.008571
37,0.008235
38,0.007912
39,0.007602
40,0.007304
41,0.007018
42,0.006742
43,0.006478
44,0.006224
45,0.00598
46,0.005746
47,0.00552
48,0.005304
49,0.005096
50,0.004896
51,0.004704
52,0.00452
53,0.004342
54,0.004172
55,0.004009
56,0.003851
57,0.0037
58,0.003555
59,0.003416
60,0.003282
61,0.003153
62,0.00303
63,0.002911
64,0.002797
65,0.002687
66,0.002582
67,0.00248
68,0.002383
69,0.00229
70,0.0022
71,0.002114
72,0.002031
73,0.001951
74,0.001875
75,0.001801
76,0.001731
77,0.001663
78,0.001597
79,0.001535
80,0.001475
81,0.001417
82,0.001361
83,0.001308
84,0.001257
85,0.001207
86,0.00116
87,0.001115
88,0.001071
89,0.001029
90,0.000988
91,0.00095
92,0.000912
93,0.000877
94,0.000842
95,0.000809
96,0.000778
97,0.000747
98,0.000718
99,0.00069
100,0.000663
101,0.000637
102,0.000612
103,0.000588
104,0.000565
105,0.000542
106,0.000521
107,0.000501
108,0.000481
109,0.000462
110,0.000444
111,0.000427
112,0.00041
113,0.000394
114,0.000378
115,0.000364
116,0.000349
117,0.000336
118,0.000323
119,0.00031
120,0.000298
121,0.000286
122,0.000275
123,0.000264
124,0.000254
125,0.000244
126,0.000234
127,0.000225
128,0.000216
129,0.000208
130,0.0002
131,0.000192
132,0.000184
133,0.000177
134,0.00017
135,0.000163
136,0.000157
137,0.000151
138,0.000145
139,0.000139
140,0.000134
141,0.000129
142,0.000123
143,0.000119
144,0.000114
145,0.00011
146,0.000105
147,0.000101
148,9.70E-05
149,9.30E-05
150,9.00E-05
151,8.60E-05
152,8.30E-05
153,8.00E-05
154,7.60E-05
155,7.30E-05
156,7.10E-05
157,6.80E-05
158,6.50E-05
159,6.30E-05
160,6.00E-05
161,5.80E-05
162,5.50E-05
163,5.30E-05
164,5.10E-05
165,4.90E-05
166,4.70E-05
167,4.50E-05
168,4.40E-05
169,4.20E-05
170,4.00E-05
171,3.90E-05
172,3.70E-05
173,3.60E-05
174,3.40E-05
175,3.30E-05
176,3.20E-05
177,3.00E-05
178,2.90E-05
179,2.80E-05
180,2.70E-05
181,2.60E-05
182,2.50E-05
183,2.40E-05
184,2.30E-05
185,2.20E-05
186,2.10E-05
187,2.00E-05
188,2.00E-05
189,1.90E-05
190,1.80E-05
191,1.70E-05
192,1.70E-05
193,1.60E-05
194,1.50E-05
195,1.50E-05
196,1.40E-05
197,1.40E-05
198,1.30E-05
199,1.30E-05
200,1.20E-05
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
