0,6.00E-07,,,
0.1,6.00E-07,,,
0.2,6.00E-07,,,
0.3,6.00E-07,,,
0.4,6.00E-07,,,
0.5,6.00E-07,,,
0.6,6.00E-07,,,
0.7,6.00E-07,,,
0.8,6.00E-07,,,
0.9,6.00E-07,,,
1,6.00E-07,,,
1.1,6.00E-07,,,
1.2,6.00E-07,,,
1.3,6.00E-07,,,
1.4,6.00E-07,,,
1.5,6.00E-07,,,
1.6,7.00E-07,,,
1.7,7.00E-07,,,
1.8,7.00E-07,,,
1.9,7.00E-07,,,
2,7.00E-07,,,
2.1,7.00E-07,,,
2.2,7.00E-07,,,
2.3,7.00E-07,,,
2.4,7.00E-07,,,
2.5,7.00E-07,,,
2.6,7.00E-07,,,
2.7,7.00E-07,,,
2.8,7.00E-07,,,
2.9,8.00E-07,,,
3,8.00E-07,,,
3.1,8.00E-07,,,
3.2,8.00E-07,,,
3.3,8.00E-07,,,
3.4,8.00E-07,,,
3.5,8.00E-07,,,
3.6,8.00E-07,,,
3.7,8.00E-07,,,
3.8,8.00E-07,,,
3.9,8.00E-07,,,
4,9.00E-07,,,
4.1,9.00E-07,,,
4.2,9.00E-07,,,
4.3,9.00E-07,,,
4.4,9.00E-07,,,
4.5,9.00E-07,,,
4.6,9.00E-07,,,
4.7,9.00E-07,,,
4.8,9.00E-07,,,
4.9,9.00E-07,,,
5,1.00E-06,,,
5.1,1.00E-06,,,
5.2,1.00E-06,,,
5.3,1.00E-06,,,
5.4,1.00E-06,,,
5.5,1.00E-06,,,
5.6,1.00E-06,,,
5.7,1.00E-06,,,
5.8,1.10E-06,,,
5.9,1.10E-06,,,
6,1.10E-06,,,
6.1,1.10E-06,,,
6.2,1.10E-06,,,
6.3,1.10E-06,,,
6.4,1.20E-06,,,
6.5,1.20E-06,,,
6.6,1.20E-06,,,
6.7,1.20E-06,,,
6.8,1.20E-06,,,
6.9,1.20E-06,,,
7,1.30E-06,,,
7.1,1.30E-06,,,
7.2,1.30E-06,,,
7.3,1.30E-06,,,
7.4,1.30E-06,,,
7.5,1.30E-06,,,
7.6,1.40E-06,,,
7.7,1.40E-06,,,
7.8,1.40E-06,,,
7.9,1.40E-06,,,
8,1.40E-06,,,
8.1,1.50E-06,,,
8.2,1.50E-06,,,
8.3,1.50E-06,,,
8.4,1.50E-06,,,
8.5,1.60E-06,,,
8.6,1.60E-06,,,
8.7,1.60E-06,,,
8.8,1.60E-06,,,
8.9,1.70E-06,,,
9,1.70E-06,,,
9.1,1.70E-06,,,
9.2,1.80E-06,,,
9.3,1.80E-06,,,
9.4,1.80E-06,,,
9.5,1.80E-06,,,
9.6,1.90E-06,,,
9.7,1.90E-06,,,
9.8,1.90E-06,,,
9.9,2.00E-06,,,
10,2.00E-06,,,
10.1,2.10E-06,,,
10.2,2.10E-06,,,
10.3,2.10E-06,,,
10.4,2.20E-06,,,
10.5,2.20E-06,,,
10.6,2.30E-06,,,
10.7,2.30E-06,,,
10.8,2.30E-06,,,
10.9,2.40E-06,,,
11,2.40E-06,,,
11.1,2.50E-06,,,
11.2,2.50E-06,,,
11.3,2.60E-06,,,
11.4,2.60E-06,,,
11.5,2.70E-06,,,
11.6,2.80E-06,,,
11.7,2.80E-06,,,
11.8,2.90E-06,,,
11.9,2.90E-06,,,
12,3.00E-06,,,
12.1,3.10E-06,,,
12.2,3.10E-06,,,
12.3,3.20E-06,,,
12.4,3.30E-06,,,
12.5,3.40E-06,,,
12.6,3.40E-06,,,
12.7,3.50E-06,,,
12.8,3.60E-06,,,
12.9,3.70E-06,,,
13,3.80E-06,,,
13.1,3.90E-06,,,
13.2,4.00E-06,,,
13.3,4.10E-06,,,
13.4,4.20E-06,,,
13.5,4.30E-06,,,
13.6,4.40E-06,,,
13.7,4.50E-06,,,
13.8,4.70E-06,,,
13.9,4.80E-06,,,
14,4.90E-06,,,
14.1,5.10E-06,,,
14.2,5.20E-06,,,
14.3,5.40E-06,,,
14.4,5.50E-06,,,
14.5,5.70E-06,,,
14.6,5.90E-06,,,
14.7,6.10E-06,,,
14.8,6.30E-06,,,
14.9,6.50E-06,,,
15,6.70E-06,,,
15.1,6.90E-06,,,
15.2,7.10E-06,,,
15.3,7.40E-06,,,
15.4,7.70E-06,,,
15.5,7.90E-06,,,
15.6,8.20E-06,,,
15.7,8.50E-06,,,
15.8,8.90E-06,,,
15.9,9.20E-06,,,
16,9.60E-06,,,
16.1,9.90E-06,,,
16.2,1.04E-05,,,
16.3,1.08E-05,,,
16.4,1.13E-05,,,
16.5,1.18E-05,,,
16.6,1.23E-05,,,
16.7,1.28E-05,,,
16.8,1.35E-05,,,
16.9,1.41E-05,,,
17,1.48E-05,,,
17.1,1.56E-05,,,
17.2,1.64E-05,,,
17.3,1.72E-05,,,
17.4,1.82E-05,,,
17.5,1.92E-05,,,
17.6,2.03E-05,,,
17.7,2.15E-05,,,
17.8,2.29E-05,,,
17.9,2.43E-05,,,
18,2.59E-05,,,
18.1,2.77E-05,,,
18.2,2.96E-05,,,
18.3,3.18E-05,,,
18.4,3.42E-05,,,
18.5,3.69E-05,,,
18.6,3.99E-05,,,
18.7,4.32999E-05,,,
18.8,4.71999E-05,,,
18.9,5.15999E-05,,,
19,5.65999E-05,,,
19.1,6.24999E-05,,,
19.2,6.91999E-05,,,
19.3,7.71999E-05,,,
19.4,8.64999E-05,,,
19.5,9.76999E-05,,,
19.6,0.0001111,,,
19.7,0.0001276,,,
19.8,0.000148,,,
19.9,0.0001736,,,
20,0.0002065,,,
20.1,0.0002497,,,
20.2,0.000308,,,
20.3,0.0003894,,,
20.4,0.000507799,,,
20.5,0.000689699,,,
20.6,0.000989899,,,
20.7,0.001538298,,,
20.8,0.002705997,,,
20.9,0.005920593,,,
21,0.020678175,,,
21.1,0.122761853,,,
21.2,0.020680475,,,
21.3,0.005925293,,,
21.4,0.002713197,,,
21.5,0.001548098,,,
21.6,0.001002599,,,
21.7,0.000705499,,,
21.8,0.000527199,,,
21.9,0.0004127,,,
22,0.0003358,,,
22.1,0.0002826,,,
22.2,0.0002462,,,
22.3,0.0002277,,,
22.4,0.0002525,,,
22.5,0.000421599,,,
22.6,0.000994399,,,
22.7,0.002387397,,,
22.8,0.004854694,,,
22.9,0.007892791,,,
23,0.010095588,,,
23.1,0.010124988,,,
23.2,0.00799599,,,
23.3,0.005082094,,,
23.4,0.002840597,,,
23.5,0.001841298,,,
23.6,0.001893098,,,
23.7,0.002601997,,,
23.8,0.003647996,,,
23.9,0.004768894,,,
24,0.005712993,,,
24.1,0.006272992,,,
24.2,0.006361092,,,
24.3,0.006043993,,,
24.4,0.005502593,,,
24.5,0.004939894,,,
24.6,0.004496395,,,
24.7,0.004216795,,,
24.8,0.004070095,,,
24.9,0.003994195,,,
25,0.003934495,,,
25.1,0.003861595,,,
25.2,0.003770995,,,
25.3,0.003674296,,,
25.4,0.003588596,,,
25.5,0.003529196,,,
25.6,0.003505096,,,
25.7,0.003518096,,,
25.8,0.003563296,,,
25.9,0.003631196,,,
26,0.003709696,,,
26.1,0.003786495,,,
26.2,0.003850795,,,
26.3,0.003894195,,,
26.4,0.003911495,,,
26.5,0.003900395,,,
26.6,0.003861795,,,
26.7,0.003798495,,,
26.8,0.003715196,,,
26.9,0.003617396,,,
27,0.003510896,,,
27.1,0.003401296,,,
27.2,0.003293696,,,
27.3,0.003191896,,,
27.4,0.003098896,,,
27.5,0.003016396,,,
27.6,0.002945296,,,
27.7,0.002885497,,,
27.8,0.002836197,,,
27.9,0.002796197,,,
28,0.002764297,,,
28.1,0.002738797,,,
28.2,0.002718497,,,
28.3,0.002702097,,,
28.4,0.002688497,,,
28.5,0.002676697,,,
28.6,0.002666197,,,
28.7,0.002656297,,,
28.8,0.002646797,,,
28.9,0.002637397,,,
29,0.002627797,,,
29.1,0.002618097,,,
29.2,0.002608097,,,
29.3,0.002597697,,,
29.4,0.002587097,,,
29.5,0.002576197,,,
29.6,0.002564897,,,
29.7,0.002553397,,,
29.8,0.002541597,,,
29.9,0.002529497,,,
30,0.002517197,,,
30.1,0.002504697,,,
30.2,0.002491997,,,
30.3,0.002478997,,,
30.4,0.002465897,,,
30.5,0.002452597,,,
30.6,0.002439197,,,
30.7,0.002425597,,,
30.8,0.002411797,,,
30.9,0.002397897,,,
31,0.002383897,,,
31.1,0.002369797,,,
31.2,0.002355597,,,
31.3,0.002341297,,,
31.4,0.002326897,,,
31.5,0.002312497,,,
31.6,0.002297897,,,
31.7,0.002283297,,,
31.8,0.002268697,,,
31.9,0.002253997,,,
32,0.002239297,,,
32.1,0.002224497,,,
